tol,max_shift,mean_shift,max_shift_in_pixels,pixel_size
0.01,0.07717850943400138,0.02705667055663503,1.5242755613215273,0.05063291139240506
0.0001,0.016517804221540273,0.00015178264938342148,0.3262266333754204,0.05063291139240506
1.0e-6,0.0013402528446812285,1.0585258096695955e-5,0.026469993682454264,0.05063291139240506
