wmax,n_evals,time_s,Z,Z_raw
1.0e6,1426,0.00023809411764705884,2,2.0000003383546163
1.0e8,1474,0.0002634944444444445,2,2.0000003383546163
1.0e10,1506,0.00023857638888888887,2,2.0000003383546163
