key,value
agree,2.1431293028603906
t_full,4.916666666666667e-6
t_lem,2.688888888888889e-6
speedup,1.8285123966942152
mag_raw,2.6340471047352362e39
n_raw,24.00000000026235
n_rd,0.0
res_raw,0.12430038329986104
res_rd,0.4999690275334818
